ID,Class Name,BlockState Properties,BlockState Class Name
quark:elder_sea_lantern,vazkii.quark.world.block.BlockElderSeaLantern,[],net.minecraft.block.state.BlockStateContainer
quark:end_bricks_slab,vazkii.quark.building.block.slab.BlockVanillaSlab,"[PropertyEnum{name=half, clazz=class net.minecraft.block.BlockSlab$EnumBlockHalf, values=[top, bottom]}, PropertyEnum{name=prop, clazz=class vazkii.arl.block.BlockModSlab$DummyEnum, values=[BLARG]}]",net.minecraft.block.state.BlockStateContainer
quark:end_bricks_slab_double,vazkii.quark.building.block.slab.BlockVanillaSlab,"[PropertyEnum{name=prop, clazz=class vazkii.arl.block.BlockModSlab$DummyEnum, values=[BLARG]}]",net.minecraft.block.state.BlockStateContainer
quark:end_bricks_stairs,vazkii.quark.base.block.BlockQuarkStairs,"[PropertyDirection{name=facing, clazz=class net.minecraft.util.EnumFacing, values=[north, south, west, east]}, PropertyEnum{name=half, clazz=class net.minecraft.block.BlockStairs$EnumHalf, values=[top, bottom]}, PropertyEnum{name=shape, clazz=class net.minecraft.block.BlockStairs$EnumShape, values=[straight, inner_left, inner_right, outer_left, outer_right]}]",net.minecraft.block.state.BlockStateContainer
quark:end_bricks_wall,vazkii.quark.base.block.BlockQuarkWall,"[PropertyBool{name=east, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=north, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=south, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=up, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=west, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
quark:ender_watcher,vazkii.quark.automation.block.BlockEnderWatcher,"[PropertyBool{name=watched, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
quark:fire_stone_brick_slab,vazkii.quark.world.block.slab.BlockBasicStoneSlab,"[PropertyEnum{name=half, clazz=class net.minecraft.block.BlockSlab$EnumBlockHalf, values=[top, bottom]}, PropertyEnum{name=prop, clazz=class vazkii.arl.block.BlockModSlab$DummyEnum, values=[BLARG]}]",net.minecraft.block.state.BlockStateContainer
quark:fire_stone_brick_slab_double,vazkii.quark.world.block.slab.BlockBasicStoneSlab,"[PropertyEnum{name=prop, clazz=class vazkii.arl.block.BlockModSlab$DummyEnum, values=[BLARG]}]",net.minecraft.block.state.BlockStateContainer
quark:fire_stone_brick_stairs,vazkii.quark.base.block.BlockQuarkStairs,"[PropertyDirection{name=facing, clazz=class net.minecraft.util.EnumFacing, values=[north, south, west, east]}, PropertyEnum{name=half, clazz=class net.minecraft.block.BlockStairs$EnumHalf, values=[top, bottom]}, PropertyEnum{name=shape, clazz=class net.minecraft.block.BlockStairs$EnumShape, values=[straight, inner_left, inner_right, outer_left, outer_right]}]",net.minecraft.block.state.BlockStateContainer
quark:fire_stone_brick_wall,vazkii.quark.base.block.BlockQuarkWall,"[PropertyBool{name=east, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=north, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=south, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=up, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=west, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
quark:fire_stone_slab,vazkii.quark.world.block.slab.BlockBasicStoneSlab,"[PropertyEnum{name=half, clazz=class net.minecraft.block.BlockSlab$EnumBlockHalf, values=[top, bottom]}, PropertyEnum{name=prop, clazz=class vazkii.arl.block.BlockModSlab$DummyEnum, values=[BLARG]}]",net.minecraft.block.state.BlockStateContainer
quark:fire_stone_slab_double,vazkii.quark.world.block.slab.BlockBasicStoneSlab,"[PropertyEnum{name=prop, clazz=class vazkii.arl.block.BlockModSlab$DummyEnum, values=[BLARG]}]",net.minecraft.block.state.BlockStateContainer
quark:fire_stone_stairs,vazkii.quark.base.block.BlockQuarkStairs,"[PropertyDirection{name=facing, clazz=class net.minecraft.util.EnumFacing, values=[north, south, west, east]}, PropertyEnum{name=half, clazz=class net.minecraft.block.BlockStairs$EnumHalf, values=[top, bottom]}, PropertyEnum{name=shape, clazz=class net.minecraft.block.BlockStairs$EnumShape, values=[straight, inner_left, inner_right, outer_left, outer_right]}]",net.minecraft.block.state.BlockStateContainer
quark:fire_stone_wall,vazkii.quark.base.block.BlockQuarkWall,"[PropertyBool{name=east, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=north, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=south, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=up, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=west, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
quark:framed_glass,vazkii.quark.building.block.BlockFramedGlass,[],net.minecraft.block.state.BlockStateContainer
quark:framed_glass_pane,vazkii.quark.building.block.BlockFramedGlassPane,"[PropertyBool{name=east, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=north, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=south, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=west, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
quark:glowcelium,vazkii.quark.world.block.BlockGlowcelium,[],net.minecraft.block.state.BlockStateContainer
quark:glowshroom,vazkii.quark.world.block.BlockGlowshroom,[],net.minecraft.block.state.BlockStateContainer
quark:glowshroom_block,vazkii.quark.world.block.BlockHugeGlowshroom,"[PropertyEnum{name=variant, clazz=class net.minecraft.block.BlockHugeMushroom$EnumType, values=[north_west, north, north_east, west, center, east, south_west, south, south_east, stem, all_inside, all_outside, all_stem]}]",net.minecraft.block.state.BlockStateContainer
quark:glowstone_dust_block,vazkii.quark.misc.block.BlockGlowstoneDust,"[PropertyEnum{name=east, clazz=class vazkii.arl.block.BlockModDust$EnumAttachPosition, values=[UP, SIDE, NONE]}, PropertyEnum{name=north, clazz=class vazkii.arl.block.BlockModDust$EnumAttachPosition, values=[UP, SIDE, NONE]}, PropertyEnum{name=south, clazz=class vazkii.arl.block.BlockModDust$EnumAttachPosition, values=[UP, SIDE, NONE]}, PropertyEnum{name=west, clazz=class vazkii.arl.block.BlockModDust$EnumAttachPosition, values=[UP, SIDE, NONE]}]",net.minecraft.block.state.BlockStateContainer
quark:gold_button,vazkii.quark.automation.block.BlockMetalButton,"[PropertyDirection{name=facing, clazz=class net.minecraft.util.EnumFacing, values=[down, up, north, south, west, east]}, PropertyBool{name=powered, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
quark:granite_speleothem,vazkii.quark.world.block.BlockSpeleothem,"[PropertyEnum{name=size, clazz=class vazkii.quark.world.block.BlockSpeleothem$EnumSize, values=[SMALL, MEDIUM, BIG]}]",net.minecraft.block.state.BlockStateContainer
quark:grate,vazkii.quark.decoration.block.BlockGrate,[],net.minecraft.block.state.BlockStateContainer
quark:gravisand,vazkii.quark.automation.block.BlockGravisand,[],net.minecraft.block.state.BlockStateContainer
quark:gunpowder_block,vazkii.quark.misc.block.BlockGunpowder,"[PropertyEnum{name=east, clazz=class vazkii.arl.block.BlockModDust$EnumAttachPosition, values=[UP, SIDE, NONE]}, PropertyBool{name=lit, clazz=class java.lang.Boolean, values=[true, false]}, PropertyEnum{name=north, clazz=class vazkii.arl.block.BlockModDust$EnumAttachPosition, values=[UP, SIDE, NONE]}, PropertyEnum{name=south, clazz=class vazkii.arl.block.BlockModDust$EnumAttachPosition, values=[UP, SIDE, NONE]}, PropertyEnum{name=west, clazz=class vazkii.arl.block.BlockModDust$EnumAttachPosition, values=[UP, SIDE, NONE]}]",net.minecraft.block.state.BlockStateContainer
quark:hardened_clay_tiles,vazkii.quark.building.block.BlockHardenedClayTiles,[],net.minecraft.block.state.BlockStateContainer
quark:hardened_clay_tiles_slab,vazkii.quark.building.block.slab.BlockHardenedClayTilesSlab,"[PropertyEnum{name=half, clazz=class net.minecraft.block.BlockSlab$EnumBlockHalf, values=[top, bottom]}, PropertyEnum{name=prop, clazz=class vazkii.arl.block.BlockModSlab$DummyEnum, values=[BLARG]}]",net.minecraft.block.state.BlockStateContainer
quark:hardened_clay_tiles_slab_double,vazkii.quark.building.block.slab.BlockHardenedClayTilesSlab,"[PropertyEnum{name=prop, clazz=class vazkii.arl.block.BlockModSlab$DummyEnum, values=[BLARG]}]",net.minecraft.block.state.BlockStateContainer
quark:hardened_clay_tiles_stairs,vazkii.quark.building.block.stairs.BlockHardenedClayTilesStairs,"[PropertyDirection{name=facing, clazz=class net.minecraft.util.EnumFacing, values=[north, south, west, east]}, PropertyEnum{name=half, clazz=class net.minecraft.block.BlockStairs$EnumHalf, values=[top, bottom]}, PropertyEnum{name=shape, clazz=class net.minecraft.block.BlockStairs$EnumShape, values=[straight, inner_left, inner_right, outer_left, outer_right]}]",net.minecraft.block.state.BlockStateContainer
quark:icy_stone_brick_slab,vazkii.quark.world.block.slab.BlockBasicStoneSlab,"[PropertyEnum{name=half, clazz=class net.minecraft.block.BlockSlab$EnumBlockHalf, values=[top, bottom]}, PropertyEnum{name=prop, clazz=class vazkii.arl.block.BlockModSlab$DummyEnum, values=[BLARG]}]",net.minecraft.block.state.BlockStateContainer
quark:icy_stone_brick_slab_double,vazkii.quark.world.block.slab.BlockBasicStoneSlab,"[PropertyEnum{name=prop, clazz=class vazkii.arl.block.BlockModSlab$DummyEnum, values=[BLARG]}]",net.minecraft.block.state.BlockStateContainer
quark:icy_stone_brick_stairs,vazkii.quark.base.block.BlockQuarkStairs,"[PropertyDirection{name=facing, clazz=class net.minecraft.util.EnumFacing, values=[north, south, west, east]}, PropertyEnum{name=half, clazz=class net.minecraft.block.BlockStairs$EnumHalf, values=[top, bottom]}, PropertyEnum{name=shape, clazz=class net.minecraft.block.BlockStairs$EnumShape, values=[straight, inner_left, inner_right, outer_left, outer_right]}]",net.minecraft.block.state.BlockStateContainer
quark:icy_stone_brick_wall,vazkii.quark.base.block.BlockQuarkWall,"[PropertyBool{name=east, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=north, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=south, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=up, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=west, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
quark:icy_stone_slab,vazkii.quark.world.block.slab.BlockBasicStoneSlab,"[PropertyEnum{name=half, clazz=class net.minecraft.block.BlockSlab$EnumBlockHalf, values=[top, bottom]}, PropertyEnum{name=prop, clazz=class vazkii.arl.block.BlockModSlab$DummyEnum, values=[BLARG]}]",net.minecraft.block.state.BlockStateContainer
quark:icy_stone_slab_double,vazkii.quark.world.block.slab.BlockBasicStoneSlab,"[PropertyEnum{name=prop, clazz=class vazkii.arl.block.BlockModSlab$DummyEnum, values=[BLARG]}]",net.minecraft.block.state.BlockStateContainer
quark:icy_stone_stairs,vazkii.quark.base.block.BlockQuarkStairs,"[PropertyDirection{name=facing, clazz=class net.minecraft.util.EnumFacing, values=[north, south, west, east]}, PropertyEnum{name=half, clazz=class net.minecraft.block.BlockStairs$EnumHalf, values=[top, bottom]}, PropertyEnum{name=shape, clazz=class net.minecraft.block.BlockStairs$EnumShape, values=[straight, inner_left, inner_right, outer_left, outer_right]}]",net.minecraft.block.state.BlockStateContainer
quark:icy_stone_wall,vazkii.quark.base.block.BlockQuarkWall,"[PropertyBool{name=east, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=north, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=south, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=up, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=west, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
quark:iron_button,vazkii.quark.automation.block.BlockMetalButton,"[PropertyDirection{name=facing, clazz=class net.minecraft.util.EnumFacing, values=[down, up, north, south, west, east]}, PropertyBool{name=powered, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
quark:iron_ladder,vazkii.quark.decoration.block.BlockIronLadder,"[PropertyDirection{name=facing, clazz=class net.minecraft.util.EnumFacing, values=[north, south, west, east]}]",net.minecraft.block.state.BlockStateContainer
quark:iron_plate,vazkii.quark.building.block.BlockIronPlate,"[PropertyEnum{name=variant, clazz=class vazkii.quark.building.block.BlockIronPlate$Variants, values=[IRON_PLATE, RUSTY_IRON_PLATE]}]",net.minecraft.block.state.BlockStateContainer
quark:iron_plate_slab,vazkii.quark.building.block.slab.BlockIronPlateSlab,"[PropertyEnum{name=half, clazz=class net.minecraft.block.BlockSlab$EnumBlockHalf, values=[top, bottom]}, PropertyEnum{name=prop, clazz=class vazkii.arl.block.BlockModSlab$DummyEnum, values=[BLARG]}]",net.minecraft.block.state.BlockStateContainer
quark:iron_plate_slab_double,vazkii.quark.building.block.slab.BlockIronPlateSlab,"[PropertyEnum{name=prop, clazz=class vazkii.arl.block.BlockModSlab$DummyEnum, values=[BLARG]}]",net.minecraft.block.state.BlockStateContainer
quark:iron_plate_stairs,vazkii.quark.building.block.stairs.BlockIronPlateStairs,"[PropertyDirection{name=facing, clazz=class net.minecraft.util.EnumFacing, values=[north, south, west, east]}, PropertyEnum{name=half, clazz=class net.minecraft.block.BlockStairs$EnumHalf, values=[top, bottom]}, PropertyEnum{name=shape, clazz=class net.minecraft.block.BlockStairs$EnumShape, values=[straight, inner_left, inner_right, outer_left, outer_right]}]",net.minecraft.block.state.BlockStateContainer
quark:iron_rod,vazkii.quark.automation.block.BlockIronRod,"[PropertyBool{name=connected, clazz=class java.lang.Boolean, values=[true, false]}, PropertyDirection{name=facing, clazz=class net.minecraft.util.EnumFacing, values=[down, up, north, south, west, east]}]",net.minecraft.block.state.BlockStateContainer
quark:jasper,vazkii.quark.world.block.BlockJasper,"[PropertyEnum{name=variant, clazz=class vazkii.quark.world.block.BlockJasper$Variants, values=[STONE_JASPER, STONE_JASPER_SMOOTH]}]",net.minecraft.block.state.BlockStateContainer
quark:jasper_speleothem,vazkii.quark.world.block.BlockSpeleothem,"[PropertyEnum{name=size, clazz=class vazkii.quark.world.block.BlockSpeleothem$EnumSize, values=[SMALL, MEDIUM, BIG]}]",net.minecraft.block.state.BlockStateContainer
quark:jasper_wall,vazkii.quark.base.block.BlockQuarkWall,"[PropertyBool{name=east, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=north, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=south, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=up, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=west, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
quark:jungle_button,vazkii.quark.decoration.block.BlockCustomButton,"[PropertyDirection{name=facing, clazz=class net.minecraft.util.EnumFacing, values=[down, up, north, south, west, east]}, PropertyBool{name=powered, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
quark:jungle_pressure_plate,vazkii.quark.decoration.block.BlockCustomPressurePlate,"[PropertyBool{name=powered, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
quark:jungle_trapdoor,vazkii.quark.base.block.BlockQuarkTrapdoor,"[PropertyDirection{name=facing, clazz=class net.minecraft.util.EnumFacing, values=[north, south, west, east]}, PropertyEnum{name=half, clazz=class net.minecraft.block.BlockTrapDoor$DoorHalf, values=[top, bottom]}, PropertyBool{name=open, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
quark:leaf_carpet,vazkii.quark.decoration.block.BlockLeafCarpet,"[PropertyEnum{name=variant, clazz=class vazkii.quark.decoration.block.BlockLeafCarpet$Variants, values=[OAK_LEAF_CARPET, SPRUCE_LEAF_CARPET, BIRCH_LEAF_CARPET, JUNGLE_LEAF_CARPET, ACACIA_LEAF_CARPET, DARK_OAK_LEAF_CARPET, SWAMP_LEAF_CARPET, SAKURA_LEAF_CARPET]}]",net.minecraft.block.state.BlockStateContainer
quark:limestone,vazkii.quark.world.block.BlockLimestone,"[PropertyEnum{name=variant, clazz=class vazkii.quark.world.block.BlockLimestone$Variants, values=[STONE_LIMESTONE, STONE_LIMESTONE_SMOOTH]}]",net.minecraft.block.state.BlockStateContainer
quark:limestone_speleothem,vazkii.quark.world.block.BlockSpeleothem,"[PropertyEnum{name=size, clazz=class vazkii.quark.world.block.BlockSpeleothem$EnumSize, values=[SMALL, MEDIUM, BIG]}]",net.minecraft.block.state.BlockStateContainer
quark:limestone_wall,vazkii.quark.base.block.BlockQuarkWall,"[PropertyBool{name=east, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=north, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=south, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=up, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=west, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
quark:lit_lamp,vazkii.quark.decoration.block.BlockLitLamp,[],net.minecraft.block.state.BlockStateContainer
quark:magma_bricks,vazkii.quark.building.block.BlockMagmaBricks,[],net.minecraft.block.state.BlockStateContainer
quark:magma_bricks_slab,vazkii.quark.building.block.slab.BlockMagmaBricksSlab,"[PropertyEnum{name=half, clazz=class net.minecraft.block.BlockSlab$EnumBlockHalf, values=[top, bottom]}, PropertyEnum{name=prop, clazz=class vazkii.arl.block.BlockModSlab$DummyEnum, values=[BLARG]}]",net.minecraft.block.state.BlockStateContainer
quark:magma_bricks_slab_double,vazkii.quark.building.block.slab.BlockMagmaBricksSlab,"[PropertyEnum{name=prop, clazz=class vazkii.arl.block.BlockModSlab$DummyEnum, values=[BLARG]}]",net.minecraft.block.state.BlockStateContainer
quark:magma_bricks_stairs,vazkii.quark.building.block.stairs.BlockMagmaBricksStairs,"[PropertyDirection{name=facing, clazz=class net.minecraft.util.EnumFacing, values=[north, south, west, east]}, PropertyEnum{name=half, clazz=class net.minecraft.block.BlockStairs$EnumHalf, values=[top, bottom]}, PropertyEnum{name=shape, clazz=class net.minecraft.block.BlockStairs$EnumShape, values=[straight, inner_left, inner_right, outer_left, outer_right]}]",net.minecraft.block.state.BlockStateContainer
quark:marble,vazkii.quark.world.block.BlockMarble,"[PropertyEnum{name=variant, clazz=class vazkii.quark.world.block.BlockMarble$Variants, values=[STONE_MARBLE, STONE_MARBLE_SMOOTH]}]",net.minecraft.block.state.BlockStateContainer
quark:marble_speleothem,vazkii.quark.world.block.BlockSpeleothem,"[PropertyEnum{name=size, clazz=class vazkii.quark.world.block.BlockSpeleothem$EnumSize, values=[SMALL, MEDIUM, BIG]}]",net.minecraft.block.state.BlockStateContainer
quark:marble_wall,vazkii.quark.base.block.BlockQuarkWall,"[PropertyBool{name=east, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=north, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=south, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=up, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=west, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
quark:midori_block,vazkii.quark.building.block.BlockMidori,[],net.minecraft.block.state.BlockStateContainer
quark:midori_block_slab,vazkii.quark.building.block.slab.BlockMidoriSlab,"[PropertyEnum{name=half, clazz=class net.minecraft.block.BlockSlab$EnumBlockHalf, values=[top, bottom]}, PropertyEnum{name=prop, clazz=class vazkii.arl.block.BlockModSlab$DummyEnum, values=[BLARG]}]",net.minecraft.block.state.BlockStateContainer
quark:midori_block_slab_double,vazkii.quark.building.block.slab.BlockMidoriSlab,"[PropertyEnum{name=prop, clazz=class vazkii.arl.block.BlockModSlab$DummyEnum, values=[BLARG]}]",net.minecraft.block.state.BlockStateContainer
quark:midori_block_stairs,vazkii.quark.building.block.stairs.BlockMidoriStairs,"[PropertyDirection{name=facing, clazz=class net.minecraft.util.EnumFacing, values=[north, south, west, east]}, PropertyEnum{name=half, clazz=class net.minecraft.block.BlockStairs$EnumHalf, values=[top, bottom]}, PropertyEnum{name=shape, clazz=class net.minecraft.block.BlockStairs$EnumShape, values=[straight, inner_left, inner_right, outer_left, outer_right]}]",net.minecraft.block.state.BlockStateContainer
quark:midori_block_wall,vazkii.quark.base.block.BlockQuarkWall,"[PropertyBool{name=east, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=north, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=south, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=up, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=west, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
quark:midori_pillar,vazkii.quark.building.block.BlockMidoriPillar,"[PropertyEnum{name=axis, clazz=class net.minecraft.util.EnumFacing$Axis, values=[x, y, z]}]",net.minecraft.block.state.BlockStateContainer
quark:monster_box,vazkii.quark.world.block.BlockMonsterBox,[],net.minecraft.block.state.BlockStateContainer
quark:nether_brick_fence_gate,vazkii.quark.decoration.block.BlockNetherBrickFenceGate,"[PropertyDirection{name=facing, clazz=class net.minecraft.util.EnumFacing, values=[north, south, west, east]}, PropertyBool{name=in_wall, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=open, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=powered, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
quark:netherrack_speleothem,vazkii.quark.world.block.BlockSpeleothem,"[PropertyEnum{name=size, clazz=class vazkii.quark.world.block.BlockSpeleothem$EnumSize, values=[SMALL, MEDIUM, BIG]}]",net.minecraft.block.state.BlockStateContainer
quark:obsidian_pressure_plate,vazkii.quark.automation.block.BlockObsidianPressurePlate,"[PropertyBool{name=powered, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
quark:paper_lantern,vazkii.quark.decoration.block.BlockPaperLantern,"[PropertyEnum{name=variant, clazz=class vazkii.quark.decoration.block.BlockPaperLantern$Variants, values=[PAPER_LANTERN, PAPER_LANTERN_SAKURA]}]",net.minecraft.block.state.BlockStateContainer
quark:paper_wall,vazkii.quark.decoration.block.BlockPaperWall,"[PropertyBool{name=east, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=north, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=south, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=west, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
quark:paper_wall_big,vazkii.quark.decoration.block.BlockPaperWall,"[PropertyBool{name=east, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=north, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=south, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=west, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
quark:paper_wall_sakura,vazkii.quark.decoration.block.BlockPaperWall,"[PropertyBool{name=east, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=north, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=south, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=west, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
quark:polished_netherrack,vazkii.quark.building.block.BlockPolishedNetherrack,"[PropertyEnum{name=variant, clazz=class vazkii.quark.building.block.BlockPolishedNetherrack$Variants, values=[POLISHED_NETHERRACK, POLISHED_NETHERRACK_BRICKS]}]",net.minecraft.block.state.BlockStateContainer
quark:polished_netherrack_bricks_slab,vazkii.quark.world.block.slab.BlockBasicStoneSlab,"[PropertyEnum{name=half, clazz=class net.minecraft.block.BlockSlab$EnumBlockHalf, values=[top, bottom]}, PropertyEnum{name=prop, clazz=class vazkii.arl.block.BlockModSlab$DummyEnum, values=[BLARG]}]",net.minecraft.block.state.BlockStateContainer
quark:polished_netherrack_bricks_slab_double,vazkii.quark.world.block.slab.BlockBasicStoneSlab,"[PropertyEnum{name=prop, clazz=class vazkii.arl.block.BlockModSlab$DummyEnum, values=[BLARG]}]",net.minecraft.block.state.BlockStateContainer
quark:polished_netherrack_bricks_stairs,vazkii.quark.base.block.BlockQuarkStairs,"[PropertyDirection{name=facing, clazz=class net.minecraft.util.EnumFacing, values=[north, south, west, east]}, PropertyEnum{name=half, clazz=class net.minecraft.block.BlockStairs$EnumHalf, values=[top, bottom]}, PropertyEnum{name=shape, clazz=class net.minecraft.block.BlockStairs$EnumShape, values=[straight, inner_left, inner_right, outer_left, outer_right]}]",net.minecraft.block.state.BlockStateContainer
quark:polished_netherrack_bricks_wall,vazkii.quark.base.block.BlockQuarkWall,"[PropertyBool{name=east, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=north, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=south, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=up, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=west, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
quark:polished_stone,vazkii.quark.building.block.BlockPolishedStone,[],net.minecraft.block.state.BlockStateContainer
quark:prismarine_bricks_slab,vazkii.quark.building.block.slab.BlockVanillaSlab,"[PropertyEnum{name=half, clazz=class net.minecraft.block.BlockSlab$EnumBlockHalf, values=[top, bottom]}, PropertyEnum{name=prop, clazz=class vazkii.arl.block.BlockModSlab$DummyEnum, values=[BLARG]}]",net.minecraft.block.state.BlockStateContainer
quark:prismarine_bricks_slab_double,vazkii.quark.building.block.slab.BlockVanillaSlab,"[PropertyEnum{name=prop, clazz=class vazkii.arl.block.BlockModSlab$DummyEnum, values=[BLARG]}]",net.minecraft.block.state.BlockStateContainer
quark:prismarine_bricks_stairs,vazkii.quark.base.block.BlockQuarkStairs,"[PropertyDirection{name=facing, clazz=class net.minecraft.util.EnumFacing, values=[north, south, west, east]}, PropertyEnum{name=half, clazz=class net.minecraft.block.BlockStairs$EnumHalf, values=[top, bottom]}, PropertyEnum{name=shape, clazz=class net.minecraft.block.BlockStairs$EnumShape, values=[straight, inner_left, inner_right, outer_left, outer_right]}]",net.minecraft.block.state.BlockStateContainer
quark:prismarine_bricks_wall,vazkii.quark.base.block.BlockQuarkWall,"[PropertyBool{name=east, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=north, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=south, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=up, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=west, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
quark:prismarine_dark_slab,vazkii.quark.building.block.slab.BlockVanillaSlab,"[PropertyEnum{name=half, clazz=class net.minecraft.block.BlockSlab$EnumBlockHalf, values=[top, bottom]}, PropertyEnum{name=prop, clazz=class vazkii.arl.block.BlockModSlab$DummyEnum, values=[BLARG]}]",net.minecraft.block.state.BlockStateContainer
quark:prismarine_dark_slab_double,vazkii.quark.building.block.slab.BlockVanillaSlab,"[PropertyEnum{name=prop, clazz=class vazkii.arl.block.BlockModSlab$DummyEnum, values=[BLARG]}]",net.minecraft.block.state.BlockStateContainer
