ID,Unlocalized Name,Display Name,Still Texture,Flowing Texture,Overlay Texture,Fill Sound,Empty Sound,Luminosity,Density,Temperature,Viscosity,Is Gaseous,Rarity,Block,Color,Is Lighter than Air,Can be Placed in World
nuclearcraft:depleted_fuel_hea_242_fluoride,fluid.depleted_fuel_hea_242_fluoride,Molten Depleted HEA-242 Fluoride Fuel,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF4C312E,-,-
nuclearcraft:depleted_fuel_hea_242_fluoride_flibe,fluid.depleted_fuel_hea_242_fluoride_flibe,Molten FLiBe Salt Solution of Depleted HEA-242 Fluoride Fuel,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF6F605E,-,-
nuclearcraft:depleted_fuel_heb_248,fluid.depleted_fuel_heb_248,Molten Depleted HEB-248 Fuel,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF481F26,-,-
nuclearcraft:depleted_fuel_heb_248_fluoride,fluid.depleted_fuel_heb_248_fluoride,Molten Depleted HEB-248 Fluoride Fuel,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF59342C,-,-
nuclearcraft:depleted_fuel_heb_248_fluoride_flibe,fluid.depleted_fuel_heb_248_fluoride_flibe,Molten FLiBe Salt Solution of Depleted HEB-248 Fluoride Fuel,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF78625D,-,-
nuclearcraft:depleted_fuel_hecf_249,fluid.depleted_fuel_hecf_249,Molten Depleted HECf-249 Fuel,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF491A22,-,-
nuclearcraft:depleted_fuel_hecf_249_fluoride,fluid.depleted_fuel_hecf_249_fluoride,Molten Depleted HECf-249 Fluoride Fuel,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF5A2F29,-,-
nuclearcraft:depleted_fuel_hecf_249_fluoride_flibe,fluid.depleted_fuel_hecf_249_fluoride_flibe,Molten FLiBe Salt Solution of Depleted HECf-249 Fluoride Fuel,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF795F5A,-,-
nuclearcraft:depleted_fuel_hecf_251,fluid.depleted_fuel_hecf_251,Molten Depleted HECf-251 Fuel,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF4B1B23,-,-
nuclearcraft:depleted_fuel_hecf_251_fluoride,fluid.depleted_fuel_hecf_251_fluoride,Molten Depleted HECf-251 Fluoride Fuel,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF5C302A,-,-
nuclearcraft:depleted_fuel_hecf_251_fluoride_flibe,fluid.depleted_fuel_hecf_251_fluoride_flibe,Molten FLiBe Salt Solution of Depleted HECf-251 Fluoride Fuel,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF7A605B,-,-
nuclearcraft:depleted_fuel_hecm_243,fluid.depleted_fuel_hecm_243,Molten Depleted HECm-243 Fuel,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF401920,-,-
nuclearcraft:depleted_fuel_hecm_243_fluoride,fluid.depleted_fuel_hecm_243_fluoride,Molten Depleted HECm-243 Fluoride Fuel,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF522E27,-,-
nuclearcraft:depleted_fuel_hecm_243_fluoride_flibe,fluid.depleted_fuel_hecm_243_fluoride_flibe,Molten FLiBe Salt Solution of Depleted HECm-243 Fluoride Fuel,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF735F59,-,-
nuclearcraft:depleted_fuel_hecm_245,fluid.depleted_fuel_hecm_245,Molten Depleted HECm-245 Fuel,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF462119,-,-
nuclearcraft:depleted_fuel_hecm_245_fluoride,fluid.depleted_fuel_hecm_245_fluoride,Molten Depleted HECm-245 Fluoride Fuel,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF573521,-,-
nuclearcraft:depleted_fuel_hecm_245_fluoride_flibe,fluid.depleted_fuel_hecm_245_fluoride_flibe,Molten FLiBe Salt Solution of Depleted HECm-245 Fluoride Fuel,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF776355,-,-
nuclearcraft:depleted_fuel_hecm_247,fluid.depleted_fuel_hecm_247,Molten Depleted HECm-247 Fuel,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF441415,-,-
nuclearcraft:depleted_fuel_hecm_247_fluoride,fluid.depleted_fuel_hecm_247_fluoride,Molten Depleted HECm-247 Fluoride Fuel,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF552A1E,-,-
nuclearcraft:depleted_fuel_hecm_247_fluoride_flibe,fluid.depleted_fuel_hecm_247_fluoride_flibe,Molten FLiBe Salt Solution of Depleted HECm-247 Fluoride Fuel,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF765C53,-,-
nuclearcraft:depleted_fuel_hen_236,fluid.depleted_fuel_hen_236,Molten Depleted HEN-236 Fuel,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF646663,-,-
nuclearcraft:depleted_fuel_hen_236_fluoride,fluid.depleted_fuel_hen_236_fluoride,Molten Depleted HEN-236 Fluoride Fuel,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF717262,-,-
nuclearcraft:depleted_fuel_hen_236_fluoride_flibe,fluid.depleted_fuel_hen_236_fluoride_flibe,Molten FLiBe Salt Solution of Depleted HEN-236 Fluoride Fuel,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF898D81,-,-
nuclearcraft:depleted_fuel_hep_239,fluid.depleted_fuel_hep_239,Molten Depleted HEP-239 Fuel,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF392D2F,-,-
nuclearcraft:depleted_fuel_hep_239_fluoride,fluid.depleted_fuel_hep_239_fluoride,Molten Depleted HEP-239 Fluoride Fuel,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF4C4034,-,-
nuclearcraft:depleted_fuel_hep_239_fluoride_flibe,fluid.depleted_fuel_hep_239_fluoride_flibe,Molten FLiBe Salt Solution of Depleted HEP-239 Fluoride Fuel,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF6F6B62,-,-
nuclearcraft:depleted_fuel_hep_241,fluid.depleted_fuel_hep_241,Molten Depleted HEP-241 Fuel,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF40213A,-,-
nuclearcraft:depleted_fuel_hep_241_fluoride,fluid.depleted_fuel_hep_241_fluoride,Molten Depleted HEP-241 Fluoride Fuel,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF52353E,-,-
nuclearcraft:depleted_fuel_hep_241_fluoride_flibe,fluid.depleted_fuel_hep_241_fluoride_flibe,Molten FLiBe Salt Solution of Depleted HEP-241 Fluoride Fuel,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF736369,-,-
nuclearcraft:depleted_fuel_heu_233,fluid.depleted_fuel_heu_233,Molten Depleted HEU-233 Fuel,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF34484B,-,-
nuclearcraft:depleted_fuel_heu_233_fluoride,fluid.depleted_fuel_heu_233_fluoride,Molten Depleted HEU-233 Fluoride Fuel,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF47584D,-,-
nuclearcraft:depleted_fuel_heu_233_fluoride_flibe,fluid.depleted_fuel_heu_233_fluoride_flibe,Molten FLiBe Salt Solution of Depleted HEU-233 Fluoride Fuel,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF6C7B73,-,-
nuclearcraft:depleted_fuel_heu_235,fluid.depleted_fuel_heu_235,Molten Depleted HEU-235 Fuel,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF4D5352,-,-
nuclearcraft:depleted_fuel_heu_235_fluoride,fluid.depleted_fuel_heu_235_fluoride,Molten Depleted HEU-235 Fluoride Fuel,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF5D6153,-,-
nuclearcraft:depleted_fuel_heu_235_fluoride_flibe,fluid.depleted_fuel_heu_235_fluoride_flibe,Molten FLiBe Salt Solution of Depleted HEU-235 Fluoride Fuel,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF7B8177,-,-
nuclearcraft:depleted_fuel_lea_242,fluid.depleted_fuel_lea_242,Molten Depleted LEA-242 Fuel,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF311830,-,-
nuclearcraft:depleted_fuel_lea_242_fluoride,fluid.depleted_fuel_lea_242_fluoride,Molten Depleted LEA-242 Fluoride Fuel,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF452E35,-,-
nuclearcraft:depleted_fuel_lea_242_fluoride_flibe,fluid.depleted_fuel_lea_242_fluoride_flibe,Molten FLiBe Salt Solution of Depleted LEA-242 Fluoride Fuel,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF6A5E63,-,-
nuclearcraft:depleted_fuel_leb_248,fluid.depleted_fuel_leb_248,Molten Depleted LEB-248 Fuel,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF471B22,-,-
nuclearcraft:depleted_fuel_leb_248_fluoride,fluid.depleted_fuel_leb_248_fluoride,Molten Depleted LEB-248 Fluoride Fuel,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF583029,-,-
nuclearcraft:depleted_fuel_leb_248_fluoride_flibe,fluid.depleted_fuel_leb_248_fluoride_flibe,Molten FLiBe Salt Solution of Depleted LEB-248 Fluoride Fuel,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF77605A,-,-
nuclearcraft:depleted_fuel_lecf_249,fluid.depleted_fuel_lecf_249,Molten Depleted LECf-249 Fuel,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF4B1B23,-,-
nuclearcraft:depleted_fuel_lecf_249_fluoride,fluid.depleted_fuel_lecf_249_fluoride,Molten Depleted LECf-249 Fluoride Fuel,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF5C302A,-,-
nuclearcraft:depleted_fuel_lecf_249_fluoride_flibe,fluid.depleted_fuel_lecf_249_fluoride_flibe,Molten FLiBe Salt Solution of Depleted LECf-249 Fluoride Fuel,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF7A605B,-,-
nuclearcraft:depleted_fuel_lecf_251,fluid.depleted_fuel_lecf_251,Molten Depleted LECf-251 Fuel,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF4A1B23,-,-
nuclearcraft:depleted_fuel_lecf_251_fluoride,fluid.depleted_fuel_lecf_251_fluoride,Molten Depleted LECf-251 Fluoride Fuel,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF5B302A,-,-
nuclearcraft:depleted_fuel_lecf_251_fluoride_flibe,fluid.depleted_fuel_lecf_251_fluoride_flibe,Molten FLiBe Salt Solution of Depleted LECf-251 Fluoride Fuel,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF79605B,-,-
nuclearcraft:depleted_fuel_lecm_243,fluid.depleted_fuel_lecm_243,Molten Depleted LECm-243 Fuel,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF441F1F,-,-
nuclearcraft:depleted_fuel_lecm_243_fluoride,fluid.depleted_fuel_lecm_243_fluoride,Molten Depleted LECm-243 Fluoride Fuel,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF553426,-,-
nuclearcraft:depleted_fuel_lecm_243_fluoride_flibe,fluid.depleted_fuel_lecm_243_fluoride_flibe,Molten FLiBe Salt Solution of Depleted LECm-243 Fluoride Fuel,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF766259,-,-
nuclearcraft:depleted_fuel_lecm_245,fluid.depleted_fuel_lecm_245,Molten Depleted LECm-245 Fuel,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF49221A,-,-
nuclearcraft:depleted_fuel_lecm_245_fluoride,fluid.depleted_fuel_lecm_245_fluoride,Molten Depleted LECm-245 Fluoride Fuel,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF5A3622,-,-
nuclearcraft:depleted_fuel_lecm_245_fluoride_flibe,fluid.depleted_fuel_lecm_245_fluoride_flibe,Molten FLiBe Salt Solution of Depleted LECm-245 Fluoride Fuel,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF796456,-,-
nuclearcraft:depleted_fuel_lecm_247,fluid.depleted_fuel_lecm_247,Molten Depleted LECm-247 Fuel,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF431512,-,-
nuclearcraft:depleted_fuel_lecm_247_fluoride,fluid.depleted_fuel_lecm_247_fluoride,Molten Depleted LECm-247 Fluoride Fuel,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF552B1B,-,-
nuclearcraft:depleted_fuel_lecm_247_fluoride_flibe,fluid.depleted_fuel_lecm_247_fluoride_flibe,Molten FLiBe Salt Solution of Depleted LECm-247 Fluoride Fuel,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF755C51,-,-
nuclearcraft:depleted_fuel_len_236,fluid.depleted_fuel_len_236,Molten Depleted LEN-236 Fuel,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF4E4E46,-,-
nuclearcraft:depleted_fuel_len_236_fluoride,fluid.depleted_fuel_len_236_fluoride,Molten Depleted LEN-236 Fluoride Fuel,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF5E5D48,-,-
nuclearcraft:depleted_fuel_len_236_fluoride_flibe,fluid.depleted_fuel_len_236_fluoride_flibe,Molten FLiBe Salt Solution of Depleted LEN-236 Fluoride Fuel,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF7C7E70,-,-
nuclearcraft:depleted_fuel_lep_239,fluid.depleted_fuel_lep_239,Molten Depleted LEP-239 Fuel,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF5C545D,-,-
nuclearcraft:depleted_fuel_lep_239_fluoride,fluid.depleted_fuel_lep_239_fluoride,Molten Depleted LEP-239 Fluoride Fuel,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF6A625D,-,-
nuclearcraft:depleted_fuel_lep_239_fluoride_flibe,fluid.depleted_fuel_lep_239_fluoride_flibe,Molten FLiBe Salt Solution of Depleted LEP-239 Fluoride Fuel,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF84827E,-,-
nuclearcraft:depleted_fuel_lep_241,fluid.depleted_fuel_lep_241,Molten Depleted LEP-241 Fuel,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF473441,-,-
nuclearcraft:depleted_fuel_lep_241_fluoride,fluid.depleted_fuel_lep_241_fluoride,Molten Depleted LEP-241 Fluoride Fuel,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF584644,-,-
nuclearcraft:depleted_fuel_lep_241_fluoride_flibe,fluid.depleted_fuel_lep_241_fluoride_flibe,Molten FLiBe Salt Solution of Depleted LEP-241 Fluoride Fuel,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF776F6D,-,-
nuclearcraft:depleted_fuel_leu_233,fluid.depleted_fuel_leu_233,Molten Depleted LEU-233 Fuel,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF5C5C53,-,-
nuclearcraft:depleted_fuel_leu_233_fluoride,fluid.depleted_fuel_leu_233_fluoride,Molten Depleted LEU-233 Fluoride Fuel,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF6A6954,-,-
nuclearcraft:depleted_fuel_leu_233_fluoride_flibe,fluid.depleted_fuel_leu_233_fluoride_flibe,Molten FLiBe Salt Solution of Depleted LEU-233 Fluoride Fuel,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF848778,-,-
nuclearcraft:depleted_fuel_leu_235,fluid.depleted_fuel_leu_235,Molten Depleted LEU-235 Fuel,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF3A493D,-,-
nuclearcraft:depleted_fuel_leu_235_fluoride,fluid.depleted_fuel_leu_235_fluoride,Molten Depleted LEU-235 Fluoride Fuel,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF4D5841,-,-
