ID,Group,Input Pattern,Input Ingredients,Output Item,Width,Height
railcraft:cart_worldspike_personal#0$1,railcraft:crafting,"A
B","A: railcraft:worldspike:2
B: minecraft:minecart:*",railcraft:cart_worldspike_personal,1,2
railcraft:cart_worldspike_standard#0$1,railcraft:crafting,"A
B","A: railcraft:worldspike:3
B: minecraft:minecart:*",railcraft:cart_worldspike_standard,1,2
railcraft:charge#0$1,railcraft:crafting,"AAA
BBB
AAA","A: railcraft:charge:2
B: ore:plateIron",railcraft:charge,3,3
railcraft:charge#1$1,railcraft:crafting,"-A-
BBB","A: ore:plateBrass
B: ore:ingotBrass",railcraft:charge:1,3,2
railcraft:charge#2$1,railcraft:crafting,A,A: railcraft:charge:3,railcraft:charge:2 x3,1,1
railcraft:charge#3$1,railcraft:crafting,A,A: railcraft:charge:4,railcraft:charge:3 x3,1,1
railcraft:charge#5$1,railcraft:crafting,"-A-
BCB
-D-","A: ore:ingotSteel
B: ore:plateTin
C: railcraft:charge
D: railcraft:charge:1",railcraft:charge:5,3,3
railcraft:charge_trap$1,railcraft:crafting,"ABA
BCB
ABA","A: ore:plateTin
B: minecraft:iron_bars:*
C: railcraft:charge:1",railcraft:charge_trap,3,3
railcraft:chest_metals#0$1,railcraft:crafting,"ABA
BCB
ABA","A: ore:gearSteel
B: minecraft:piston
C: minecraft:anvil",railcraft:chest_metals,3,3
railcraft:chest_void#0$1,railcraft:crafting,"AAA
ABA
AAA","A: minecraft:obsidian
B: railcraft:dust:7",railcraft:chest_void,3,3
railcraft:circuit#0$1,railcraft:crafting,"-AB
CDE
BEF","A: minecraft:repeater:*
B: minecraft:wool:14
C: minecraft:slime_ball | tconstruct:edible:1 | tconstruct:edible:2 | tconstruct:edible:3 | tconstruct:edible:4 | tconstruct:edible:5 | metallurgy:tar | industrialforegoing:pink_slime | quark:slime_bucket
D: ore:plateGold
E: ore:dustRedstone
F: minecraft:dye:4 | minecraft:quartz",railcraft:circuit,3,3
railcraft:circuit#1$1,railcraft:crafting,"-AB
CDE
BEF","A: minecraft:repeater:*
B: minecraft:wool:13
C: minecraft:slime_ball | tconstruct:edible:1 | tconstruct:edible:2 | tconstruct:edible:3 | tconstruct:edible:4 | tconstruct:edible:5 | metallurgy:tar | industrialforegoing:pink_slime | quark:slime_bucket
D: ore:plateGold
E: ore:dustRedstone
F: minecraft:dye:4 | minecraft:quartz",railcraft:circuit:1,3,3
railcraft:circuit#2$1,railcraft:crafting,"-AB
CDE
BEF","A: minecraft:repeater:*
B: minecraft:wool:4
C: minecraft:slime_ball | tconstruct:edible:1 | tconstruct:edible:2 | tconstruct:edible:3 | tconstruct:edible:4 | tconstruct:edible:5 | metallurgy:tar | industrialforegoing:pink_slime | quark:slime_bucket
D: ore:plateGold
E: ore:dustRedstone
F: minecraft:dye:4 | minecraft:quartz",railcraft:circuit:2,3,3
railcraft:circuit#3$1,railcraft:crafting,"-AB
CDE
BEF","A: minecraft:repeater:*
B: minecraft:wool:11
C: minecraft:slime_ball | tconstruct:edible:1 | tconstruct:edible:2 | tconstruct:edible:3 | tconstruct:edible:4 | tconstruct:edible:5 | metallurgy:tar | industrialforegoing:pink_slime | quark:slime_bucket
D: ore:plateGold
E: ore:dustRedstone
F: minecraft:dye:4 | minecraft:quartz",railcraft:circuit:3,3,3
railcraft:coke_oven#0$1,railcraft:crafting,"ABA
BAB
ABA","A: minecraft:sand
B: ore:ingotBrick",railcraft:coke_oven,3,3
railcraft:coke_oven#0$2,railcraft:crafting,"-A-
-B-
-A-","A: railcraft:brick_sandy
B: ore:sand",railcraft:coke_oven,3,3
railcraft:coke_oven_red#0$1,railcraft:crafting,"ABA
BAB
ABA","A: minecraft:sand:1
B: ore:ingotBrick",railcraft:coke_oven_red,3,3
railcraft:concrete$1,railcraft:crafting,"AB
BA","A: minecraft:gravel:*
B: minecraft:quartz:*",railcraft:concrete x2,2,2
railcraft:concrete$2,railcraft:crafting,"AB
CA","A: minecraft:gravel:*
B: ore:dustSlag
C: minecraft:quartz:*",railcraft:concrete x2,2,2
railcraft:concrete$3,railcraft:crafting,"AB
CA","A: minecraft:gravel:*
B: minecraft:quartz:*
C: ore:dustSlag",railcraft:concrete x2,2,2
railcraft:detector#0$1,railcraft:crafting,"AAA
ABA
AAA","A: ore:plankWood
B: minecraft:stone_pressure_plate:*",railcraft:detector,3,3
railcraft:detector#1$1,railcraft:crafting,"AAA
ABA
AAA","A: ore:stone
B: minecraft:stone_pressure_plate:*",railcraft:detector:1,3,3
railcraft:detector#10$1,railcraft:crafting,"AAA
ABA
AAA","A: minecraft:wool:*
B: minecraft:stone_pressure_plate:*",railcraft:detector:10,3,3
railcraft:detector#11$1,railcraft:crafting,"AAA
ABA
AAA","A: minecraft:leather:*
B: minecraft:stone_pressure_plate:*",railcraft:detector:11,3,3
railcraft:detector#12$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:brick_infernal
B: minecraft:stone_pressure_plate:*",railcraft:detector:12,3,3
railcraft:detector#13$1,railcraft:crafting,"AAA
ABA
AAA","A: minecraft:quartz_block:1
B: minecraft:stone_pressure_plate:*",railcraft:detector:13,3,3
railcraft:detector#2$1,railcraft:crafting,"AAA
ABA
AAA","A: minecraft:stonebrick
B: minecraft:stone_pressure_plate:*",railcraft:detector:2,3,3
railcraft:detector#3$1,railcraft:crafting,"AAA
ABA
AAA","A: minecraft:stonebrick:1
B: minecraft:stone_pressure_plate:*",railcraft:detector:3,3,3
railcraft:detector#3$2,railcraft:crafting,"AAA
ABA
AAA","A: minecraft:mossy_cobblestone:*
B: minecraft:stone_pressure_plate:*",railcraft:detector:3,3,3
railcraft:detector#4$1,railcraft:crafting,"AAA
ABA
AAA","A: minecraft:stone_slab
B: minecraft:stone_pressure_plate:*",railcraft:detector:4,3,3
railcraft:detector#5$1,railcraft:crafting,"AAA
ABA
AAA","A: minecraft:log
B: minecraft:stone_pressure_plate:*",railcraft:detector:5,3,3
railcraft:detector#6$1,railcraft:crafting,"AAA
ABA
AAA","A: ore:ingotBrick
B: minecraft:stone_pressure_plate:*",railcraft:detector:6,3,3
railcraft:detector#7$1,railcraft:crafting,"AAA
ABA
AAA","A: ore:ingotSteel
B: minecraft:stone_pressure_plate:*",railcraft:detector:7,3,3
railcraft:detector#8$1,railcraft:crafting,"AAA
ABA
AAA","A: minecraft:log:1
B: minecraft:stone_pressure_plate:*",railcraft:detector:8,3,3
railcraft:detector#9$1,railcraft:crafting,"AAA
ABA
AAA","A: minecraft:nether_brick:*
B: minecraft:stone_pressure_plate:*",railcraft:detector:9,3,3
railcraft:equipment#0$1,railcraft:crafting,"ABA
BCB
ABA","A: ore:gearBronze
B: minecraft:piston:*
C: ore:workbench",railcraft:equipment,3,3
railcraft:equipment#1$1,railcraft:crafting,"ABA
BCB
ADA","A: ore:gearSteel
B: minecraft:piston:*
C: ore:workbench
D: railcraft:charge:5",railcraft:equipment:1,3,3
railcraft:equipment#2$1,railcraft:crafting,"ABA
BCB
ABA","A: ore:plankWood
B: minecraft:golden_carrot
C: ore:plateSteel",railcraft:equipment:2,3,3
railcraft:equipment#3$1,railcraft:crafting,"-A-
BCB","A: minecraft:netherrack
B: ore:dustRedstone
C: minecraft:cauldron",railcraft:equipment:3,3,2
railcraft:filter_blank$1,railcraft:crafting,ABA,"A: minecraft:paper:*
B: ore:dyeBlack",railcraft:filter_blank,3,1
railcraft:firestone_cut$1,railcraft:crafting,"-A-
ABA
-A-","A: minecraft:diamond_pickaxe:*
B: railcraft:firestone_raw:*",railcraft:firestone_cut,3,3
railcraft:firestone_refined$2,railcraft:crafting,"ABA
BCB
ABA","A: minecraft:lava_bucket | openblocks:tank {tank:{FluidName:""lava"",Amount:16000}} | ceramics:clay_bucket {fluids:{FluidName:""lava"",Amount:1000}} | techreborn:dynamiccell {Fluid:{FluidName:""lava"",Amount:1000}}
B: ore:blockRedstone
C: railcraft:firestone_cut:*",railcraft:firestone_refined:4999,3,3
railcraft:firestone_refined$3,railcraft:crafting,"ABA
CDC
ACA","A: minecraft:lava_bucket | openblocks:tank {tank:{FluidName:""lava"",Amount:16000}} | ceramics:clay_bucket {fluids:{FluidName:""lava"",Amount:1000}} | techreborn:dynamiccell {Fluid:{FluidName:""lava"",Amount:1000}}
B: railcraft:firestone_raw:*
C: ore:blockRedstone
D: railcraft:firestone_cracked:*",railcraft:firestone_refined:4999,3,3
railcraft:flux_transformer,railcraft:crafting,"ABA
BCB
ADA","A: railcraft:charge:2
B: ore:plateGold
C: ore:blockRedstone
D: railcraft:charge:1",railcraft:flux_transformer x2,3,3
railcraft:force_track_emitter$1,railcraft:crafting,"ABA
CDC
ABA","A: ore:plateTin
B: ore:dustEnder
C: railcraft:charge
D: ore:blockDiamond",railcraft:force_track_emitter,3,3
railcraft:frame$4,railcraft:crafting,"AAA
B-B
BBB","A: ore:plateSteel
B: railcraft:rebar:*",railcraft:frame x10,3,3
railcraft:frame$1,railcraft:crafting,"AAA
B-B
BBB","A: ore:plateIron
B: railcraft:rebar:*",railcraft:frame x6,3,3
railcraft:frame$2,railcraft:crafting,"AAA
B-B
BBB","A: ore:plateBronze
B: railcraft:rebar:*",railcraft:frame x6,3,3
railcraft:frame$3,railcraft:crafting,"AAA
B-B
BBB","A: ore:plateBrass
B: railcraft:rebar:*",railcraft:frame x6,3,3
railcraft:gear#0$1,railcraft:crafting,"-A-
ABA
-A-","A: ore:ingotBrass
B: ore:gearBushing",railcraft:gear,3,3
railcraft:gear#1$1,railcraft:crafting,"-A-
ABA
-A-","A: ore:ingotIron
B: ore:gearBushing",railcraft:gear:1,3,3
railcraft:gear#2$1,railcraft:crafting,"-A-
ABA
-A-","A: ore:ingotSteel
B: ore:gearBushing",railcraft:gear:2,3,3
railcraft:gear#3$1,railcraft:crafting,"AA
AA",A: ore:ingotBronze,railcraft:gear:3,2,2
railcraft:gear#3$2,railcraft:crafting,"AA
AA",A: ore:ingotBrass,railcraft:gear:3,2,2
railcraft:gear#4$1,railcraft:crafting,"-A-
ABA
-A-","A: ore:ingotBronze
B: ore:gearBushing",railcraft:gear:4,3,3
railcraft:gear#5$1,railcraft:crafting,"-A-
ABA
-A-","A: ore:ingotInvar
B: ore:gearBushing",railcraft:gear:5,3,3
railcraft:generic#6$1,railcraft:crafting,"AAA
AAA
AAA",A: railcraft:fuel_coke:*,railcraft:generic:6,3,3
railcraft:glass#0$2,railcraft:crafting,"ABA
ACA
ADA","A: ore:blockGlassColorless
B: ore:ingotTin
C: ore:dustSaltpeter
D: minecraft:water_bucket | openblocks:tank {tank:{FluidName:""water"",Amount:16000}} | ceramics:clay_bucket {fluids:{FluidName:""water"",Amount:1000}} | techreborn:dynamiccell {Fluid:{FluidName:""water"",Amount:1000}} | tp:infin_bucket",railcraft:glass x6,3,3
railcraft:glass#0$3,railcraft:crafting,"ABA
ACA
ADA","A: ore:blockGlassColorless
B: ore:ingotNickel
C: ore:dustSaltpeter
D: minecraft:water_bucket | openblocks:tank {tank:{FluidName:""water"",Amount:16000}} | ceramics:clay_bucket {fluids:{FluidName:""water"",Amount:1000}} | techreborn:dynamiccell {Fluid:{FluidName:""water"",Amount:1000}} | tp:infin_bucket",railcraft:glass x6,3,3
railcraft:glass#0$4,railcraft:crafting,"ABA
ACA
ADA","A: ore:blockGlassColorless
B: ore:ingotInvar
C: ore:dustSaltpeter
D: minecraft:water_bucket | openblocks:tank {tank:{FluidName:""water"",Amount:16000}} | ceramics:clay_bucket {fluids:{FluidName:""water"",Amount:1000}} | techreborn:dynamiccell {Fluid:{FluidName:""water"",Amount:1000}} | tp:infin_bucket",railcraft:glass x6,3,3
railcraft:glass#0$5,railcraft:crafting,"ABA
ACA
ADA","A: ore:blockGlassColorless
B: ore:ingotBrass
C: ore:dustSaltpeter
D: minecraft:water_bucket | openblocks:tank {tank:{FluidName:""water"",Amount:16000}} | ceramics:clay_bucket {fluids:{FluidName:""water"",Amount:1000}} | techreborn:dynamiccell {Fluid:{FluidName:""water"",Amount:1000}} | tp:infin_bucket",railcraft:glass x6,3,3
railcraft:glass#0$6,railcraft:crafting,"ABA
ACA
ADA","A: ore:blockGlassColorless
B: minecraft:iron_ingot:*
C: ore:dustSaltpeter
D: minecraft:water_bucket | openblocks:tank {tank:{FluidName:""water"",Amount:16000}} | ceramics:clay_bucket {fluids:{FluidName:""water"",Amount:1000}} | techreborn:dynamiccell {Fluid:{FluidName:""water"",Amount:1000}} | tp:infin_bucket",railcraft:glass x6,3,3
railcraft:glass#0$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:glass:*
B: ore:dyeWhite",railcraft:glass x8,3,3
railcraft:glass#1$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:glass:*
B: ore:dyeOrange",railcraft:glass:1 x8,3,3
railcraft:glass#10$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:glass:*
B: ore:dyePurple",railcraft:glass:10 x8,3,3
railcraft:glass#11$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:glass:*
B: ore:dyeBlue",railcraft:glass:11 x8,3,3
railcraft:glass#12$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:glass:*
B: ore:dyeBrown",railcraft:glass:12 x8,3,3
railcraft:glass#13$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:glass:*
B: ore:dyeGreen",railcraft:glass:13 x8,3,3
railcraft:glass#14$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:glass:*
B: ore:dyeRed",railcraft:glass:14 x8,3,3
railcraft:glass#15$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:glass:*
B: ore:dyeBlack",railcraft:glass:15 x8,3,3
railcraft:glass#2$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:glass:*
B: ore:dyeMagenta",railcraft:glass:2 x8,3,3
railcraft:glass#3$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:glass:*
B: ore:dyeLightBlue",railcraft:glass:3 x8,3,3
railcraft:glass#4$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:glass:*
B: ore:dyeYellow",railcraft:glass:4 x8,3,3
railcraft:glass#5$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:glass:*
B: ore:dyeLime",railcraft:glass:5 x8,3,3
railcraft:glass#6$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:glass:*
B: ore:dyePink",railcraft:glass:6 x8,3,3
railcraft:glass#7$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:glass:*
B: ore:dyeGray",railcraft:glass:7 x8,3,3
railcraft:glass#8$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:glass:*
B: ore:dyeLightGray",railcraft:glass:8 x8,3,3
railcraft:glass#9$1,railcraft:crafting,"AAA
ABA
AAA","A: railcraft:glass:*
B: ore:dyeCyan",railcraft:glass:9 x8,3,3
railcraft:ingot#0$1,railcraft:crafting,"AAA
AAA
AAA",A: ore:nuggetSteel,railcraft:ingot,3,3
railcraft:ingot#1$1,railcraft:crafting,"AAA
AAA
AAA",A: ore:nuggetCopper,railcraft:ingot:1,3,3
railcraft:ingot#2$1,railcraft:crafting,"AAA
AAA
AAA",A: ore:nuggetTin,railcraft:ingot:2,3,3
railcraft:ingot#3$1,railcraft:crafting,"AAA
AAA
AAA",A: ore:nuggetLead,railcraft:ingot:3,3,3
railcraft:ingot#4$1,railcraft:crafting,"AAA
AAA
AAA",A: ore:nuggetSilver,railcraft:ingot:4,3,3
railcraft:ingot#5$1,railcraft:crafting,"AAA
AAA
AAA",A: ore:nuggetBronze,railcraft:ingot:5,3,3
railcraft:ingot#6$1,railcraft:crafting,"AAA
AAA
AAA",A: ore:nuggetNickel,railcraft:ingot:6,3,3
railcraft:ingot#7$1,railcraft:crafting,"AAA
AAA
AAA",A: ore:nuggetInvar,railcraft:ingot:7,3,3
railcraft:ingot#8$1,railcraft:crafting,"AAA
AAA
AAA",A: ore:nuggetZinc,railcraft:ingot:8,3,3
railcraft:ingot#9$1,railcraft:crafting,"AAA
AAA
AAA",A: ore:nuggetBrass,railcraft:ingot:9,3,3
railcraft:locomotive_creative_painting,,"-
A
-","A: minecraft:dye:15 | thermalfoundation:dye:15 | industrialforegoing:artificial_dye | quark:root_dye:2 | minecraft:dye:14 | thermalfoundation:dye:14 | industrialforegoing:artificial_dye:1 | minecraft:dye:13 | thermalfoundation:dye:13 | industrialforegoing:artificial_dye:2 | minecraft:dye:12 | thermalfoundation:dye:12 | industrialforegoing:artificial_dye:3 | minecraft:dye:11 | thermalfoundation:dye:11 | industrialforegoing:artificial_dye:4 | minecraft:dye:10 | thermalfoundation:dye:10 | industrialforegoing:artificial_dye:5 | minecraft:dye:9 | thermalfoundation:dye:9 | industrialforegoing:artificial_dye:6 | minecraft:dye:8 | thermalfoundation:dye:8 | industrialforegoing:artificial_dye:7 | minecraft:dye:7 | thermalfoundation:dye:7 | industrialforegoing:artificial_dye:8 | minecraft:dye:6 | thermalfoundation:dye:6 | industrialforegoing:artificial_dye:9 | minecraft:dye:5 | thermalfoundation:dye:5 | industrialforegoing:artificial_dye:10 | minecraft:dye:4 | thermalfoundation:dye:4 | industrialforegoing:artificial_dye:11 | quark:root_dye | minecraft:dye:3 | thermalfoundation:dye:3 | nuclearcraft:cocoa_solids | industrialforegoing:fertilizer | industrialforegoing:artificial_dye:12 | enderio:item_material:49 | minecraft:dye:2 | thermalfoundation:dye:2 | industrialforegoing:artificial_dye:13 | enderio:item_material:48 | minecraft:dye:1 | thermalfoundation:dye:1 | industrialforegoing:artificial_dye:14 | minecraft:dye | thermalfoundation:dye | industrialforegoing:artificial_dye:15 | quark:root_dye:1 | enderio:item_material:50
B: railcraft:locomotive_creative {gregfix:""get the hell off my lawn!""}","railcraft:locomotive_creative {gregfix:""get the hell off my lawn!""}",1,3
railcraft:locomotive_electric_painting,,"-
A
-","A: minecraft:dye:15 | thermalfoundation:dye:15 | industrialforegoing:artificial_dye | quark:root_dye:2 | minecraft:dye:14 | thermalfoundation:dye:14 | industrialforegoing:artificial_dye:1 | minecraft:dye:13 | thermalfoundation:dye:13 | industrialforegoing:artificial_dye:2 | minecraft:dye:12 | thermalfoundation:dye:12 | industrialforegoing:artificial_dye:3 | minecraft:dye:11 | thermalfoundation:dye:11 | industrialforegoing:artificial_dye:4 | minecraft:dye:10 | thermalfoundation:dye:10 | industrialforegoing:artificial_dye:5 | minecraft:dye:9 | thermalfoundation:dye:9 | industrialforegoing:artificial_dye:6 | minecraft:dye:8 | thermalfoundation:dye:8 | industrialforegoing:artificial_dye:7 | minecraft:dye:7 | thermalfoundation:dye:7 | industrialforegoing:artificial_dye:8 | minecraft:dye:6 | thermalfoundation:dye:6 | industrialforegoing:artificial_dye:9 | minecraft:dye:5 | thermalfoundation:dye:5 | industrialforegoing:artificial_dye:10 | minecraft:dye:4 | thermalfoundation:dye:4 | industrialforegoing:artificial_dye:11 | quark:root_dye | minecraft:dye:3 | thermalfoundation:dye:3 | nuclearcraft:cocoa_solids | industrialforegoing:fertilizer | industrialforegoing:artificial_dye:12 | enderio:item_material:49 | minecraft:dye:2 | thermalfoundation:dye:2 | industrialforegoing:artificial_dye:13 | enderio:item_material:48 | minecraft:dye:1 | thermalfoundation:dye:1 | industrialforegoing:artificial_dye:14 | minecraft:dye | thermalfoundation:dye | industrialforegoing:artificial_dye:15 | quark:root_dye:1 | enderio:item_material:50
B: railcraft:locomotive_electric {gregfix:""get the hell off my lawn!""}","railcraft:locomotive_electric {gregfix:""get the hell off my lawn!""}",1,3
railcraft:locomotive_electric#0$1,railcraft:crafting,"AB-
CDC
EFE","A: minecraft:redstone_lamp:*
B: ore:plateSteel
C: railcraft:charge:5
D: ore:blockChargeBatteryRechargeable
E: railcraft:gear:2
F: minecraft:minecart:*","railcraft:locomotive_electric {primaryColor:""yellow"",secondaryColor:""black""}",3,3
railcraft:locomotive_steam_solid_painting,,"-
A
-","A: minecraft:dye:15 | thermalfoundation:dye:15 | industrialforegoing:artificial_dye | quark:root_dye:2 | minecraft:dye:14 | thermalfoundation:dye:14 | industrialforegoing:artificial_dye:1 | minecraft:dye:13 | thermalfoundation:dye:13 | industrialforegoing:artificial_dye:2 | minecraft:dye:12 | thermalfoundation:dye:12 | industrialforegoing:artificial_dye:3 | minecraft:dye:11 | thermalfoundation:dye:11 | industrialforegoing:artificial_dye:4 | minecraft:dye:10 | thermalfoundation:dye:10 | industrialforegoing:artificial_dye:5 | minecraft:dye:9 | thermalfoundation:dye:9 | industrialforegoing:artificial_dye:6 | minecraft:dye:8 | thermalfoundation:dye:8 | industrialforegoing:artificial_dye:7 | minecraft:dye:7 | thermalfoundation:dye:7 | industrialforegoing:artificial_dye:8 | minecraft:dye:6 | thermalfoundation:dye:6 | industrialforegoing:artificial_dye:9 | minecraft:dye:5 | thermalfoundation:dye:5 | industrialforegoing:artificial_dye:10 | minecraft:dye:4 | thermalfoundation:dye:4 | industrialforegoing:artificial_dye:11 | quark:root_dye | minecraft:dye:3 | thermalfoundation:dye:3 | nuclearcraft:cocoa_solids | industrialforegoing:fertilizer | industrialforegoing:artificial_dye:12 | enderio:item_material:49 | minecraft:dye:2 | thermalfoundation:dye:2 | industrialforegoing:artificial_dye:13 | enderio:item_material:48 | minecraft:dye:1 | thermalfoundation:dye:1 | industrialforegoing:artificial_dye:14 | minecraft:dye | thermalfoundation:dye | industrialforegoing:artificial_dye:15 | quark:root_dye:1 | enderio:item_material:50
B: railcraft:locomotive_steam_solid {gregfix:""get the hell off my lawn!""}","railcraft:locomotive_steam_solid {gregfix:""get the hell off my lawn!""}",1,3
railcraft:locomotive_steam_solid#0$1,railcraft:crafting,"AAB
AAB
CDD","A: railcraft:tank_iron_wall
B: railcraft:blast_furnace
C: minecraft:iron_bars
D: minecraft:minecart:*","railcraft:locomotive_steam_solid {primaryColor:""light_gray"",secondaryColor:""gray""}",3,3
railcraft:logbook$1,railcraft:crafting,"-A-
BCB
DDD","A: minecraft:writable_book:*
B: ore:ingotGold
C: minecraft:wool:14
D: ore:plankWood",railcraft:logbook,3,3
railcraft:manipulator#0$1,railcraft:crafting,"AAA
ABA
ACA","A: ore:cobblestone
B: minecraft:hopper
C: railcraft:detector",railcraft:manipulator,3,3
railcraft:manipulator#1$1,railcraft:crafting,"AAA
ABA
ACA","A: ore:cobblestone
B: railcraft:detector
C: minecraft:hopper",railcraft:manipulator:1,3,3
railcraft:manipulator#10$1,railcraft:crafting,"ABA
BAB
ACA","A: ore:blockRedstone
B: ore:blockLead
C: railcraft:detector:7",railcraft:manipulator:10,3,3
railcraft:manipulator#11$1,railcraft:crafting,"ABA
CAC
ACA","A: ore:blockRedstone
B: railcraft:detector:7
C: ore:blockLead",railcraft:manipulator:11,3,3
railcraft:manipulator#2$1,railcraft:crafting,"ABA
BCB
ADA","A: ore:ingotSteel
B: ore:dustRedstone
C: railcraft:manipulator
D: railcraft:tool_shovel_steel:*",railcraft:manipulator:2,3,3
railcraft:manipulator#3$1,railcraft:crafting,"ABA
BCB
ADA","A: ore:ingotSteel
B: ore:dustRedstone
C: railcraft:manipulator:1
D: railcraft:tool_shovel_steel:*",railcraft:manipulator:3,3,3
railcraft:manipulator#4$1,railcraft:crafting,"ABA
A-A
ACA","A: ore:blockGlassColorless
B: minecraft:hopper:*
C: railcraft:detector:6",railcraft:manipulator:4,3,3
railcraft:manipulator#5$1,railcraft:crafting,"ABA
A-A
ACA","A: ore:blockGlassColorless
B: railcraft:detector:6
C: minecraft:hopper:*",railcraft:manipulator:5,3,3
railcraft:manipulator#9$1,railcraft:crafting,"ABA
BCB
ABA","A: ore:dustRedstone
B: ore:toolCrowbar
C: railcraft:manipulator:8",railcraft:manipulator:9,3,3
railcraft:metal#0$1,railcraft:crafting,"AAA
AAA
AAA",A: ore:ingotCopper,railcraft:metal,3,3
railcraft:metal#1$1,railcraft:crafting,"AAA
AAA
AAA",A: ore:ingotTin,railcraft:metal:1,3,3
railcraft:metal#2$1,railcraft:crafting,"AAA
AAA
AAA",A: ore:ingotLead,railcraft:metal:2,3,3
railcraft:metal#3$1,railcraft:crafting,"AAA
AAA
AAA",A: ore:ingotSteel,railcraft:metal:3,3,3
railcraft:metal#4$1,railcraft:crafting,"AAA
AAA
AAA",A: ore:ingotSilver,railcraft:metal:4,3,3
railcraft:metal#5$1,railcraft:crafting,"AAA
AAA
AAA",A: ore:ingotBronze,railcraft:metal:5,3,3
railcraft:metal#6$1,railcraft:crafting,"AAA
AAA
AAA",A: ore:ingotNickel,railcraft:metal:6,3,3
railcraft:metal#7$1,railcraft:crafting,"AAA
AAA
AAA",A: ore:ingotInvar,railcraft:metal:7,3,3
railcraft:metal#8$1,railcraft:crafting,"AAA
AAA
AAA",A: ore:ingotZinc,railcraft:metal:8,3,3
railcraft:metal#9$1,railcraft:crafting,"AAA
AAA
AAA",A: ore:ingotBrass,railcraft:metal:9,3,3
railcraft:mow_track_layer#0$1,railcraft:crafting,"ABA
CDC
EFE","A: ore:dyeYellow
B: minecraft:redstone_lamp
C: minecraft:anvil
D: ore:blockSteel
E: minecraft:dispenser
F: minecraft:minecart",railcraft:mow_track_layer,3,3
railcraft:mow_track_relayer#0$1,railcraft:crafting,"ABA
CDC
EFE","A: ore:dyeYellow
B: minecraft:redstone_lamp
C: minecraft:blaze_rod
D: ore:blockSteel
E: minecraft:diamond_pickaxe
F: minecraft:minecart",railcraft:mow_track_relayer,3,3
railcraft:mow_track_remover#0$1,railcraft:crafting,"ABA
CDC
EFE","A: ore:dyeYellow
B: minecraft:redstone_lamp
C: minecraft:sticky_piston
D: ore:blockSteel
E: ore:toolCrowbar
F: minecraft:minecart",railcraft:mow_track_remover,3,3
railcraft:mow_undercutter#0$1,railcraft:crafting,"ABA
CDC
EFE","A: ore:dyeYellow
B: minecraft:redstone_lamp
C: minecraft:piston
D: ore:blockSteel
E: minecraft:diamond_shovel
F: minecraft:minecart",railcraft:mow_undercutter,3,3
railcraft:post_metal_platform#0$1,railcraft:crafting,"-A-
-B-","A: ore:plateIron
B: railcraft:post_metal",railcraft:post_metal_platform,3,2
railcraft:post_metal_platform#1$1,railcraft:crafting,"-A-
-B-","A: ore:plateIron
B: railcraft:post_metal:1",railcraft:post_metal_platform:1,3,2
railcraft:post_metal_platform#10$1,railcraft:crafting,"-A-
-B-","A: ore:plateIron
B: railcraft:post_metal:10",railcraft:post_metal_platform:10,3,2
railcraft:post_metal_platform#11$1,railcraft:crafting,"-A-
-B-","A: ore:plateIron
B: railcraft:post_metal:11",railcraft:post_metal_platform:11,3,2
railcraft:post_metal_platform#12$1,railcraft:crafting,"-A-
-B-","A: ore:plateIron
B: railcraft:post_metal:12",railcraft:post_metal_platform:12,3,2
railcraft:post_metal_platform#13$1,railcraft:crafting,"-A-
-B-","A: ore:plateIron
B: railcraft:post_metal:13",railcraft:post_metal_platform:13,3,2
railcraft:post_metal_platform#14$1,railcraft:crafting,"-A-
-B-","A: ore:plateIron
B: railcraft:post_metal:14",railcraft:post_metal_platform:14,3,2
railcraft:post_metal_platform#15$1,railcraft:crafting,"-A-
-B-","A: ore:plateIron
B: railcraft:post_metal:15",railcraft:post_metal_platform:15,3,2
railcraft:post_metal_platform#2$1,railcraft:crafting,"-A-
-B-","A: ore:plateIron
B: railcraft:post_metal:2",railcraft:post_metal_platform:2,3,2
railcraft:post_metal_platform#3$1,railcraft:crafting,"-A-
-B-","A: ore:plateIron
B: railcraft:post_metal:3",railcraft:post_metal_platform:3,3,2
railcraft:post_metal_platform#4$1,railcraft:crafting,"-A-
-B-","A: ore:plateIron
B: railcraft:post_metal:4",railcraft:post_metal_platform:4,3,2
