ID,Group,Input Ingredients,Output Item
nuclearcraft:item.conarm.helmet_38,nuclearcraft:item.conarm.helmet_38,"conarm:helmet {StatsOriginal:{Toughness:1.0f,FreeModifiers:3,Durability:344,Defense:17.1f},Stats:{Toughness:1.0f,FreeModifiers:3,Durability:344,Defense:17.1f},TinkerData:{Materials:[""knightslime"",""knightslime"",""knightslime""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""dramatic_armor"",color:-946192,level:1},{identifier:""invigorating_armor"",color:-946192,level:1},{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""dramatic_armor"",""invigorating_armor"",""leveling_armor""]}
nuclearcraft:rad_shielding:2","conarm:helmet {StatsOriginal:{Toughness:1.0f,FreeModifiers:3,Durability:344,Defense:17.1f},Stats:{Toughness:1.0f,FreeModifiers:3,Durability:344,Defense:17.1f},ncRadiationResistance:1.0d,TinkerData:{Materials:[""knightslime"",""knightslime"",""knightslime""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""dramatic_armor"",color:-946192,level:1},{identifier:""invigorating_armor"",color:-946192,level:1},{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""dramatic_armor"",""invigorating_armor"",""leveling_armor""]}"
nuclearcraft:item.conarm.helmet_186,nuclearcraft:item.conarm.helmet_186,"conarm:helmet {StatsOriginal:{Toughness:1.0f,FreeModifiers:3,Durability:360,Defense:18.0f},Stats:{Toughness:1.0f,FreeModifiers:3,Durability:360,Defense:18.0f},TinkerData:{Materials:[""hard_carbon"",""hard_carbon"",""hard_carbon""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""lightweight_armor"",color:-15115920,level:1},{identifier:""prideful_armor"",color:-15115920,level:1},{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""lightweight_armor"",""prideful_armor"",""leveling_armor""]}
nuclearcraft:rad_shielding","conarm:helmet {StatsOriginal:{Toughness:1.0f,FreeModifiers:3,Durability:360,Defense:18.0f},Stats:{Toughness:1.0f,FreeModifiers:3,Durability:360,Defense:18.0f},ncRadiationResistance:0.01d,TinkerData:{Materials:[""hard_carbon"",""hard_carbon"",""hard_carbon""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""lightweight_armor"",color:-15115920,level:1},{identifier:""prideful_armor"",color:-15115920,level:1},{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""lightweight_armor"",""prideful_armor"",""leveling_armor""]}"
nuclearcraft:item.conarm.helmet_187,nuclearcraft:item.conarm.helmet_187,"conarm:helmet {StatsOriginal:{Toughness:1.0f,FreeModifiers:3,Durability:360,Defense:18.0f},Stats:{Toughness:1.0f,FreeModifiers:3,Durability:360,Defense:18.0f},TinkerData:{Materials:[""hard_carbon"",""hard_carbon"",""hard_carbon""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""lightweight_armor"",color:-15115920,level:1},{identifier:""prideful_armor"",color:-15115920,level:1},{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""lightweight_armor"",""prideful_armor"",""leveling_armor""]}
nuclearcraft:rad_shielding:1","conarm:helmet {StatsOriginal:{Toughness:1.0f,FreeModifiers:3,Durability:360,Defense:18.0f},Stats:{Toughness:1.0f,FreeModifiers:3,Durability:360,Defense:18.0f},ncRadiationResistance:0.1d,TinkerData:{Materials:[""hard_carbon"",""hard_carbon"",""hard_carbon""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""lightweight_armor"",color:-15115920,level:1},{identifier:""prideful_armor"",color:-15115920,level:1},{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""lightweight_armor"",""prideful_armor"",""leveling_armor""]}"
nuclearcraft:item.conarm.helmet_188,nuclearcraft:item.conarm.helmet_188,"conarm:helmet {StatsOriginal:{Toughness:1.0f,FreeModifiers:3,Durability:360,Defense:18.0f},Stats:{Toughness:1.0f,FreeModifiers:3,Durability:360,Defense:18.0f},TinkerData:{Materials:[""hard_carbon"",""hard_carbon"",""hard_carbon""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""lightweight_armor"",color:-15115920,level:1},{identifier:""prideful_armor"",color:-15115920,level:1},{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""lightweight_armor"",""prideful_armor"",""leveling_armor""]}
nuclearcraft:rad_shielding:2","conarm:helmet {StatsOriginal:{Toughness:1.0f,FreeModifiers:3,Durability:360,Defense:18.0f},Stats:{Toughness:1.0f,FreeModifiers:3,Durability:360,Defense:18.0f},ncRadiationResistance:1.0d,TinkerData:{Materials:[""hard_carbon"",""hard_carbon"",""hard_carbon""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""lightweight_armor"",color:-15115920,level:1},{identifier:""prideful_armor"",color:-15115920,level:1},{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""lightweight_armor"",""prideful_armor"",""leveling_armor""]}"
nuclearcraft:item.conarm.helmet_192,nuclearcraft:item.conarm.helmet_192,"conarm:helmet {StatsOriginal:{Toughness:1.1f,FreeModifiers:3,Durability:158,Defense:15.5f},Stats:{Toughness:1.1f,FreeModifiers:3,Durability:158,Defense:15.5f},TinkerData:{Materials:[""thorium"",""thorium"",""thorium""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""withering_armor"",color:-14079703,level:1},{identifier:""heavy_armor"",color:-14079703,level:1},{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""withering_armor"",""heavy_armor"",""leveling_armor""]}
nuclearcraft:rad_shielding","conarm:helmet {StatsOriginal:{Toughness:1.1f,FreeModifiers:3,Durability:158,Defense:15.5f},Stats:{Toughness:1.1f,FreeModifiers:3,Durability:158,Defense:15.5f},ncRadiationResistance:0.01d,TinkerData:{Materials:[""thorium"",""thorium"",""thorium""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""withering_armor"",color:-14079703,level:1},{identifier:""heavy_armor"",color:-14079703,level:1},{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""withering_armor"",""heavy_armor"",""leveling_armor""]}"
nuclearcraft:item.conarm.helmet_193,nuclearcraft:item.conarm.helmet_193,"conarm:helmet {StatsOriginal:{Toughness:1.1f,FreeModifiers:3,Durability:158,Defense:15.5f},Stats:{Toughness:1.1f,FreeModifiers:3,Durability:158,Defense:15.5f},TinkerData:{Materials:[""thorium"",""thorium"",""thorium""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""withering_armor"",color:-14079703,level:1},{identifier:""heavy_armor"",color:-14079703,level:1},{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""withering_armor"",""heavy_armor"",""leveling_armor""]}
nuclearcraft:rad_shielding:1","conarm:helmet {StatsOriginal:{Toughness:1.1f,FreeModifiers:3,Durability:158,Defense:15.5f},Stats:{Toughness:1.1f,FreeModifiers:3,Durability:158,Defense:15.5f},ncRadiationResistance:0.1d,TinkerData:{Materials:[""thorium"",""thorium"",""thorium""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""withering_armor"",color:-14079703,level:1},{identifier:""heavy_armor"",color:-14079703,level:1},{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""withering_armor"",""heavy_armor"",""leveling_armor""]}"
nuclearcraft:item.conarm.helmet_194,nuclearcraft:item.conarm.helmet_194,"conarm:helmet {StatsOriginal:{Toughness:1.1f,FreeModifiers:3,Durability:158,Defense:15.5f},Stats:{Toughness:1.1f,FreeModifiers:3,Durability:158,Defense:15.5f},TinkerData:{Materials:[""thorium"",""thorium"",""thorium""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""withering_armor"",color:-14079703,level:1},{identifier:""heavy_armor"",color:-14079703,level:1},{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""withering_armor"",""heavy_armor"",""leveling_armor""]}
nuclearcraft:rad_shielding:2","conarm:helmet {StatsOriginal:{Toughness:1.1f,FreeModifiers:3,Durability:158,Defense:15.5f},Stats:{Toughness:1.1f,FreeModifiers:3,Durability:158,Defense:15.5f},ncRadiationResistance:1.0d,TinkerData:{Materials:[""thorium"",""thorium"",""thorium""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""withering_armor"",color:-14079703,level:1},{identifier:""heavy_armor"",color:-14079703,level:1},{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""withering_armor"",""heavy_armor"",""leveling_armor""]}"
nuclearcraft:item.conarm.helmet_63,nuclearcraft:item.conarm.helmet_63,"conarm:helmet {StatsOriginal:{Toughness:1.25f,FreeModifiers:3,Durability:334,Defense:12.0f},Stats:{Toughness:1.25f,FreeModifiers:3,Durability:334,Defense:12.0f},TinkerData:{Materials:[""bronze"",""bronze"",""bronze""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""dense_armor"",color:-1852056,level:1},{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""dense_armor"",""leveling_armor""]}
nuclearcraft:rad_shielding","conarm:helmet {StatsOriginal:{Toughness:1.25f,FreeModifiers:3,Durability:334,Defense:12.0f},Stats:{Toughness:1.25f,FreeModifiers:3,Durability:334,Defense:12.0f},ncRadiationResistance:0.01d,TinkerData:{Materials:[""bronze"",""bronze"",""bronze""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""dense_armor"",color:-1852056,level:1},{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""dense_armor"",""leveling_armor""]}"
nuclearcraft:item.conarm.helmet_64,nuclearcraft:item.conarm.helmet_64,"conarm:helmet {StatsOriginal:{Toughness:1.25f,FreeModifiers:3,Durability:334,Defense:12.0f},Stats:{Toughness:1.25f,FreeModifiers:3,Durability:334,Defense:12.0f},TinkerData:{Materials:[""bronze"",""bronze"",""bronze""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""dense_armor"",color:-1852056,level:1},{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""dense_armor"",""leveling_armor""]}
nuclearcraft:rad_shielding:1","conarm:helmet {StatsOriginal:{Toughness:1.25f,FreeModifiers:3,Durability:334,Defense:12.0f},Stats:{Toughness:1.25f,FreeModifiers:3,Durability:334,Defense:12.0f},ncRadiationResistance:0.1d,TinkerData:{Materials:[""bronze"",""bronze"",""bronze""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""dense_armor"",color:-1852056,level:1},{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""dense_armor"",""leveling_armor""]}"
nuclearcraft:item.conarm.helmet_65,nuclearcraft:item.conarm.helmet_65,"conarm:helmet {StatsOriginal:{Toughness:1.25f,FreeModifiers:3,Durability:334,Defense:12.0f},Stats:{Toughness:1.25f,FreeModifiers:3,Durability:334,Defense:12.0f},TinkerData:{Materials:[""bronze"",""bronze"",""bronze""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""dense_armor"",color:-1852056,level:1},{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""dense_armor"",""leveling_armor""]}
nuclearcraft:rad_shielding:2","conarm:helmet {StatsOriginal:{Toughness:1.25f,FreeModifiers:3,Durability:334,Defense:12.0f},Stats:{Toughness:1.25f,FreeModifiers:3,Durability:334,Defense:12.0f},ncRadiationResistance:1.0d,TinkerData:{Materials:[""bronze"",""bronze"",""bronze""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""dense_armor"",color:-1852056,level:1},{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""dense_armor"",""leveling_armor""]}"
nuclearcraft:item.conarm.helmet_180,nuclearcraft:item.conarm.helmet_180,"conarm:helmet {StatsOriginal:{Toughness:1.2f,FreeModifiers:3,Durability:209,Defense:17.0f},Stats:{Toughness:1.44f,FreeModifiers:3,Durability:209,Defense:20.4f},TinkerData:{Materials:[""boron"",""boron"",""boron""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""dense_armor"",color:-8553091,level:1},{identifier:""indomitable_armor"",color:-8553091,level:1},{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""dense_armor"",""indomitable_armor"",""leveling_armor""]}
nuclearcraft:rad_shielding","conarm:helmet {StatsOriginal:{Toughness:1.2f,FreeModifiers:3,Durability:209,Defense:17.0f},Stats:{Toughness:1.44f,FreeModifiers:3,Durability:209,Defense:20.4f},ncRadiationResistance:0.01d,TinkerData:{Materials:[""boron"",""boron"",""boron""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""dense_armor"",color:-8553091,level:1},{identifier:""indomitable_armor"",color:-8553091,level:1},{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""dense_armor"",""indomitable_armor"",""leveling_armor""]}"
nuclearcraft:item.conarm.helmet_181,nuclearcraft:item.conarm.helmet_181,"conarm:helmet {StatsOriginal:{Toughness:1.2f,FreeModifiers:3,Durability:209,Defense:17.0f},Stats:{Toughness:1.44f,FreeModifiers:3,Durability:209,Defense:20.4f},TinkerData:{Materials:[""boron"",""boron"",""boron""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""dense_armor"",color:-8553091,level:1},{identifier:""indomitable_armor"",color:-8553091,level:1},{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""dense_armor"",""indomitable_armor"",""leveling_armor""]}
nuclearcraft:rad_shielding:1","conarm:helmet {StatsOriginal:{Toughness:1.2f,FreeModifiers:3,Durability:209,Defense:17.0f},Stats:{Toughness:1.44f,FreeModifiers:3,Durability:209,Defense:20.4f},ncRadiationResistance:0.1d,TinkerData:{Materials:[""boron"",""boron"",""boron""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""dense_armor"",color:-8553091,level:1},{identifier:""indomitable_armor"",color:-8553091,level:1},{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""dense_armor"",""indomitable_armor"",""leveling_armor""]}"
nuclearcraft:item.conarm.helmet_182,nuclearcraft:item.conarm.helmet_182,"conarm:helmet {StatsOriginal:{Toughness:1.2f,FreeModifiers:3,Durability:209,Defense:17.0f},Stats:{Toughness:1.44f,FreeModifiers:3,Durability:209,Defense:20.4f},TinkerData:{Materials:[""boron"",""boron"",""boron""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""dense_armor"",color:-8553091,level:1},{identifier:""indomitable_armor"",color:-8553091,level:1},{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""dense_armor"",""indomitable_armor"",""leveling_armor""]}
nuclearcraft:rad_shielding:2","conarm:helmet {StatsOriginal:{Toughness:1.2f,FreeModifiers:3,Durability:209,Defense:17.0f},Stats:{Toughness:1.44f,FreeModifiers:3,Durability:209,Defense:20.4f},ncRadiationResistance:1.0d,TinkerData:{Materials:[""boron"",""boron"",""boron""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""dense_armor"",color:-8553091,level:1},{identifier:""indomitable_armor"",color:-8553091,level:1},{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""dense_armor"",""indomitable_armor"",""leveling_armor""]}"
nuclearcraft:item.conarm.helmet_144,nuclearcraft:item.conarm.helmet_144,"conarm:helmet {StatsOriginal:{Toughness:1.4f,FreeModifiers:3,Durability:78,Defense:17.0f},Stats:{Toughness:1.4f,FreeModifiers:3,Durability:78,Defense:17.0f},TinkerData:{Materials:[""orichalcum"",""orichalcum"",""orichalcum""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""leveling_armor""]}
nuclearcraft:rad_shielding","conarm:helmet {StatsOriginal:{Toughness:1.4f,FreeModifiers:3,Durability:78,Defense:17.0f},Stats:{Toughness:1.4f,FreeModifiers:3,Durability:78,Defense:17.0f},ncRadiationResistance:0.01d,TinkerData:{Materials:[""orichalcum"",""orichalcum"",""orichalcum""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""leveling_armor""]}"
nuclearcraft:item.conarm.helmet_145,nuclearcraft:item.conarm.helmet_145,"conarm:helmet {StatsOriginal:{Toughness:1.4f,FreeModifiers:3,Durability:78,Defense:17.0f},Stats:{Toughness:1.4f,FreeModifiers:3,Durability:78,Defense:17.0f},TinkerData:{Materials:[""orichalcum"",""orichalcum"",""orichalcum""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""leveling_armor""]}
nuclearcraft:rad_shielding:1","conarm:helmet {StatsOriginal:{Toughness:1.4f,FreeModifiers:3,Durability:78,Defense:17.0f},Stats:{Toughness:1.4f,FreeModifiers:3,Durability:78,Defense:17.0f},ncRadiationResistance:0.1d,TinkerData:{Materials:[""orichalcum"",""orichalcum"",""orichalcum""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""leveling_armor""]}"
nuclearcraft:item.conarm.helmet_146,nuclearcraft:item.conarm.helmet_146,"conarm:helmet {StatsOriginal:{Toughness:1.4f,FreeModifiers:3,Durability:78,Defense:17.0f},Stats:{Toughness:1.4f,FreeModifiers:3,Durability:78,Defense:17.0f},TinkerData:{Materials:[""orichalcum"",""orichalcum"",""orichalcum""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""leveling_armor""]}
nuclearcraft:rad_shielding:2","conarm:helmet {StatsOriginal:{Toughness:1.4f,FreeModifiers:3,Durability:78,Defense:17.0f},Stats:{Toughness:1.4f,FreeModifiers:3,Durability:78,Defense:17.0f},ncRadiationResistance:1.0d,TinkerData:{Materials:[""orichalcum"",""orichalcum"",""orichalcum""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""leveling_armor""]}"
nuclearcraft:item.conarm.helmet_150,nuclearcraft:item.conarm.helmet_150,"conarm:helmet {StatsOriginal:{Toughness:1.5f,FreeModifiers:3,Durability:119,Defense:18.0f},Stats:{Toughness:1.5f,FreeModifiers:3,Durability:119,Defense:18.0f},TinkerData:{Materials:[""oureclase"",""oureclase"",""oureclase""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""leveling_armor""]}
nuclearcraft:rad_shielding","conarm:helmet {StatsOriginal:{Toughness:1.5f,FreeModifiers:3,Durability:119,Defense:18.0f},Stats:{Toughness:1.5f,FreeModifiers:3,Durability:119,Defense:18.0f},ncRadiationResistance:0.01d,TinkerData:{Materials:[""oureclase"",""oureclase"",""oureclase""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""leveling_armor""]}"
nuclearcraft:item.conarm.helmet_151,nuclearcraft:item.conarm.helmet_151,"conarm:helmet {StatsOriginal:{Toughness:1.5f,FreeModifiers:3,Durability:119,Defense:18.0f},Stats:{Toughness:1.5f,FreeModifiers:3,Durability:119,Defense:18.0f},TinkerData:{Materials:[""oureclase"",""oureclase"",""oureclase""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""leveling_armor""]}
nuclearcraft:rad_shielding:1","conarm:helmet {StatsOriginal:{Toughness:1.5f,FreeModifiers:3,Durability:119,Defense:18.0f},Stats:{Toughness:1.5f,FreeModifiers:3,Durability:119,Defense:18.0f},ncRadiationResistance:0.1d,TinkerData:{Materials:[""oureclase"",""oureclase"",""oureclase""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""leveling_armor""]}"
nuclearcraft:item.conarm.helmet_152,nuclearcraft:item.conarm.helmet_152,"conarm:helmet {StatsOriginal:{Toughness:1.5f,FreeModifiers:3,Durability:119,Defense:18.0f},Stats:{Toughness:1.5f,FreeModifiers:3,Durability:119,Defense:18.0f},TinkerData:{Materials:[""oureclase"",""oureclase"",""oureclase""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""leveling_armor""]}
nuclearcraft:rad_shielding:2","conarm:helmet {StatsOriginal:{Toughness:1.5f,FreeModifiers:3,Durability:119,Defense:18.0f},Stats:{Toughness:1.5f,FreeModifiers:3,Durability:119,Defense:18.0f},ncRadiationResistance:1.0d,TinkerData:{Materials:[""oureclase"",""oureclase"",""oureclase""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""leveling_armor""]}"
nuclearcraft:item.conarm.helmet_183,nuclearcraft:item.conarm.helmet_183,"conarm:helmet {StatsOriginal:{Toughness:1.8f,FreeModifiers:3,Durability:374,Defense:19.0f},Stats:{Toughness:1.8f,FreeModifiers:3,Durability:374,Defense:19.0f},TinkerData:{Materials:[""tough"",""tough"",""tough""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""ambitious_armor"",color:-15397087,level:1},{identifier:""steady_armor"",color:-15397087,level:1},{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""ambitious_armor"",""steady_armor"",""leveling_armor""]}
nuclearcraft:rad_shielding","conarm:helmet {StatsOriginal:{Toughness:1.8f,FreeModifiers:3,Durability:374,Defense:19.0f},Stats:{Toughness:1.8f,FreeModifiers:3,Durability:374,Defense:19.0f},ncRadiationResistance:0.01d,TinkerData:{Materials:[""tough"",""tough"",""tough""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""ambitious_armor"",color:-15397087,level:1},{identifier:""steady_armor"",color:-15397087,level:1},{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""ambitious_armor"",""steady_armor"",""leveling_armor""]}"
nuclearcraft:item.conarm.helmet_184,nuclearcraft:item.conarm.helmet_184,"conarm:helmet {StatsOriginal:{Toughness:1.8f,FreeModifiers:3,Durability:374,Defense:19.0f},Stats:{Toughness:1.8f,FreeModifiers:3,Durability:374,Defense:19.0f},TinkerData:{Materials:[""tough"",""tough"",""tough""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""ambitious_armor"",color:-15397087,level:1},{identifier:""steady_armor"",color:-15397087,level:1},{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""ambitious_armor"",""steady_armor"",""leveling_armor""]}
nuclearcraft:rad_shielding:1","conarm:helmet {StatsOriginal:{Toughness:1.8f,FreeModifiers:3,Durability:374,Defense:19.0f},Stats:{Toughness:1.8f,FreeModifiers:3,Durability:374,Defense:19.0f},ncRadiationResistance:0.1d,TinkerData:{Materials:[""tough"",""tough"",""tough""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""ambitious_armor"",color:-15397087,level:1},{identifier:""steady_armor"",color:-15397087,level:1},{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""ambitious_armor"",""steady_armor"",""leveling_armor""]}"
nuclearcraft:item.conarm.helmet_185,nuclearcraft:item.conarm.helmet_185,"conarm:helmet {StatsOriginal:{Toughness:1.8f,FreeModifiers:3,Durability:374,Defense:19.0f},Stats:{Toughness:1.8f,FreeModifiers:3,Durability:374,Defense:19.0f},TinkerData:{Materials:[""tough"",""tough"",""tough""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""ambitious_armor"",color:-15397087,level:1},{identifier:""steady_armor"",color:-15397087,level:1},{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""ambitious_armor"",""steady_armor"",""leveling_armor""]}
nuclearcraft:rad_shielding:2","conarm:helmet {StatsOriginal:{Toughness:1.8f,FreeModifiers:3,Durability:374,Defense:19.0f},Stats:{Toughness:1.8f,FreeModifiers:3,Durability:374,Defense:19.0f},ncRadiationResistance:1.0d,TinkerData:{Materials:[""tough"",""tough"",""tough""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""ambitious_armor"",color:-15397087,level:1},{identifier:""steady_armor"",color:-15397087,level:1},{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""ambitious_armor"",""steady_armor"",""leveling_armor""]}"
nuclearcraft:item.conarm.helmet_66,nuclearcraft:item.conarm.helmet_66,"conarm:helmet {StatsOriginal:{Toughness:2.0f,FreeModifiers:3,Durability:147,Defense:11.0f},Stats:{Toughness:2.0f,FreeModifiers:3,Durability:147,Defense:11.0f},TinkerData:{Materials:[""lead"",""lead"",""lead""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""heavy_armor"",color:-11712152,level:1},{identifier:""shielding_armor"",color:-11712152,level:1},{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""heavy_armor"",""shielding_armor"",""leveling_armor""]}
nuclearcraft:rad_shielding","conarm:helmet {StatsOriginal:{Toughness:2.0f,FreeModifiers:3,Durability:147,Defense:11.0f},Stats:{Toughness:2.0f,FreeModifiers:3,Durability:147,Defense:11.0f},ncRadiationResistance:0.01d,TinkerData:{Materials:[""lead"",""lead"",""lead""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""heavy_armor"",color:-11712152,level:1},{identifier:""shielding_armor"",color:-11712152,level:1},{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""heavy_armor"",""shielding_armor"",""leveling_armor""]}"
nuclearcraft:item.conarm.helmet_67,nuclearcraft:item.conarm.helmet_67,"conarm:helmet {StatsOriginal:{Toughness:2.0f,FreeModifiers:3,Durability:147,Defense:11.0f},Stats:{Toughness:2.0f,FreeModifiers:3,Durability:147,Defense:11.0f},TinkerData:{Materials:[""lead"",""lead"",""lead""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""heavy_armor"",color:-11712152,level:1},{identifier:""shielding_armor"",color:-11712152,level:1},{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""heavy_armor"",""shielding_armor"",""leveling_armor""]}
nuclearcraft:rad_shielding:1","conarm:helmet {StatsOriginal:{Toughness:2.0f,FreeModifiers:3,Durability:147,Defense:11.0f},Stats:{Toughness:2.0f,FreeModifiers:3,Durability:147,Defense:11.0f},ncRadiationResistance:0.1d,TinkerData:{Materials:[""lead"",""lead"",""lead""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""heavy_armor"",color:-11712152,level:1},{identifier:""shielding_armor"",color:-11712152,level:1},{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""heavy_armor"",""shielding_armor"",""leveling_armor""]}"
nuclearcraft:item.conarm.helmet_68,nuclearcraft:item.conarm.helmet_68,"conarm:helmet {StatsOriginal:{Toughness:2.0f,FreeModifiers:3,Durability:147,Defense:11.0f},Stats:{Toughness:2.0f,FreeModifiers:3,Durability:147,Defense:11.0f},TinkerData:{Materials:[""lead"",""lead"",""lead""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""heavy_armor"",color:-11712152,level:1},{identifier:""shielding_armor"",color:-11712152,level:1},{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""heavy_armor"",""shielding_armor"",""leveling_armor""]}
nuclearcraft:rad_shielding:2","conarm:helmet {StatsOriginal:{Toughness:2.0f,FreeModifiers:3,Durability:147,Defense:11.0f},Stats:{Toughness:2.0f,FreeModifiers:3,Durability:147,Defense:11.0f},ncRadiationResistance:1.0d,TinkerData:{Materials:[""lead"",""lead"",""lead""],Modifiers:[""leveling_armor""]},Modifiers:[{identifier:""heavy_armor"",color:-11712152,level:1},{identifier:""shielding_armor"",color:-11712152,level:1},{identifier:""leveling_armor"",color:16777215,level:1}],Traits:[""heavy_armor"",""shielding_armor"",""leveling_armor""]}"
